Відділ,Номер угоди,Лінійка продукту,Стать,Вік,Ціна,Кількість,Податок 6%,Сезон,Загальна сума,Дата,Час,Тип оплати
A,398-15-6815,Молочні продукти,Чоловік,37,235.35,7,14.12,Весна,273.0,2023-02-08,14:22:59,Електронний гаманець
A,138-11-4549,М'ясні продукти,Чоловік,75,30.54,1,1.83,Весна,35.42,2023-03-24,08:29:47,Готівкою
A,474-12-5653,Молочні продукти,Жінка,11,108.83,4,6.53,Весна,126.24,2023-03-09,13:29:53,Готівкою
B,127-28-1654,Солодкі напої,Жінка,20,150.75,7,9.04,Весна,174.86,2023-02-10,15:52:01,Електронний гаманець
B,282-27-1905,Алкоголь,Чоловік,41,65.55,2,3.93,Весна,76.03,2023-02-10,16:34:05,Готівкою
A,628-56-8583,Молочні продукти,Жінка,32,148.34,6,8.9,Весна,172.07,2023-03-05,13:20:50,Готівкою
A,802-85-5206,Фрукти та овочі,Жінка,59,101.3,2,6.08,Весна,117.51,2023-02-17,09:42:06,Електронний гаманець
B,745-84-8787,Алкоголь,Чоловік,54,2470.42,9,148.23,Весна,2865.69,2023-02-22,21:25:24,Готівкою
B,833-88-8500,Солодкі напої,Чоловік,68,247.71,8,14.86,Весна,287.34,2023-01-16,22:45:17,Готівкою
A,622-15-6447,Солодощі,Жінка,29,724.91,7,43.49,Весна,840.89,2023-01-21,20:17:10,Оплата карткою
A,236-10-2872,Солодощі,Чоловік,38,51.42,3,3.09,Весна,59.65,2023-01-28,08:00:55,Електронний гаманець
C,803-63-1906,Косметика,Чоловік,14,845.08,7,50.7,Весна,980.29,2023-03-05,17:18:15,Електронний гаманець
C,632-30-2560,Косметика,Чоловік,30,3389.91,10,203.39,Весна,3932.29,2023-01-23,22:21:30,Готівкою
A,510-21-7347,Молочні продукти,Чоловік,47,96.67,3,5.8,Весна,112.14,2023-03-03,16:36:58,Електронний гаманець
A,621-79-9727,М'ясні продукти,Чоловік,55,148.65,2,8.92,Весна,172.44,2023-01-02,19:45:57,Готівкою
C,968-26-3854,Інструменти,Чоловік,33,1967.15,8,118.03,Весна,2281.9,2023-03-15,18:00:52,Електронний гаманець
C,813-27-3358,Інструменти,Чоловік,29,2612.62,8,156.76,Весна,3030.64,2023-03-27,09:21:05,Електронний гаманець
B,637-27-9050,Солодкі напої,Чоловік,41,66.84,3,4.01,Весна,77.53,2023-01-24,19:18:18,Готівкою
B,279-72-8678,Алкоголь,Чоловік,54,377.16,4,22.63,Весна,437.51,2023-02-10,20:12:12,Електронний гаманець
A,509-36-3548,Солодощі,Жінка,21,214.19,2,12.85,Весна,248.46,2023-03-15,12:26:55,Готівкою
B,641-97-4383,Солодкі напої,Чоловік,20,22.04,2,1.32,Весна,25.56,2023-03-02,12:50:51,Готівкою
C,690-84-3322,Інструменти,Чоловік,64,108.12,2,6.49,Весна,125.42,2023-01-19,16:31:34,Готівкою
C,306-61-3601,Косметика,Жінка,12,1498.3,10,89.9,Весна,1738.03,2023-03-11,19:01:27,Оплата карткою
B,282-92-2171,Алкоголь,Чоловік,42,732.31,1,43.94,Весна,849.48,2023-01-30,12:44:24,Електронний гаманець
A,458-66-8165,Молочні продукти,Чоловік,42,274.43,9,16.47,Весна,318.34,2023-03-05,20:06:37,Електронний гаманець
A,745-94-6292,М'ясні продукти,Чоловік,87,1026.05,7,61.56,Весна,1190.21,2023-02-03,16:52:08,Оплата карткою
C,107-47-2162,Косметика,Чоловік,29,998.77,8,59.93,Весна,1158.58,2023-02-03,15:39:03,Готівкою
B,734-36-2392,Алкоголь,Чоловік,53,211.59,4,12.7,Весна,245.45,2023-03-05,14:18:33,Готівкою
C,978-20-6860,Інструменти,Чоловік,14,3414.22,9,204.85,Весна,3960.49,2023-01-20,13:29:45,Готівкою
A,278-17-4630,М'ясні продукти,Чоловік,23,374.24,8,22.45,Весна,434.11,2023-01-10,19:16:42,Готівкою
B,216-61-1553,Солодкі напої,Чоловік,37,57.14,2,3.43,Весна,66.28,2023-02-19,13:08:07,Готівкою
A,672-30-7030,М'ясні продукти,Жінка,53,260.28,4,15.62,Весна,301.93,2023-02-05,12:55:53,Електронний гаманець
A,294-19-3035,Молочні продукти,Чоловік,15,119.55,6,7.17,Весна,138.68,2023-03-12,20:01:32,Готівкою
C,680-61-1336,Косметика,Жінка,21,3335.85,8,200.15,Весна,3869.59,2023-01-12,20:30:35,Готівкою
C,406-88-9542,Косметика,Жінка,16,64.36,2,3.86,Весна,74.66,2023-01-10,13:27:18,Готівкою
A,413-52-8257,М'ясні продукти,Жінка,42,1607.71,8,96.46,Весна,1864.94,2023-02-01,20:59:32,Електронний гаманець
A,687-55-8210,М'ясні продукти,Чоловік,40,599.94,10,36.0,Весна,695.93,2023-02-10,15:09:03,Готівкою
B,269-20-5423,Алкоголь,Чоловік,72,324.35,2,19.46,Весна,376.25,2023-02-13,20:27:16,Електронний гаманець
A,930-29-4532,Фрукти та овочі,Чоловік,54,156.9,9,9.41,Весна,182.0,2023-02-10,22:29:00,Готівкою
C,884-99-7324,Інструменти,Чоловік,13,1398.35,5,83.9,Весна,1622.09,2023-02-15,16:48:07,Оплата карткою
C,261-15-8986,Інструменти,Чоловік,30,170.23,3,10.21,Весна,197.46,2023-03-05,08:52:09,Електронний гаманець
C,531-37-5529,Інструменти,Жінка,12,1216.27,7,72.98,Весна,1410.88,2023-01-04,16:45:28,Електронний гаманець
A,644-97-7422,Молочні продукти,Жінка,50,229.15,8,13.75,Весна,265.81,2023-03-07,08:29:55,Оплата карткою
A,730-87-9818,Фрукти та овочі,Жінка,21,179.7,10,10.78,Весна,208.45,2023-02-21,12:14:38,Електронний гаманець
A,763-78-2714,Солодощі,Жінка,41,808.73,9,48.52,Весна,938.12,2023-01-04,16:35:19,Електронний гаманець
A,398-35-6889,Солодощі,Чоловік,47,150.44,2,9.03,Весна,174.51,2023-03-07,16:25:55,Готівкою
A,250-66-3959,Солодощі,Жінка,21,316.59,4,19.0,Весна,367.25,2023-02-27,12:44:03,Оплата карткою
C,137-13-7791,Косметика,Жінка,19,106.25,1,6.38,Весна,123.25,2023-02-19,15:41:13,Електронний гаманець
C,742-26-6412,Косметика,Жінка,10,539.75,8,32.38,Весна,626.11,2023-03-11,15:11:57,Готівкою
C,863-76-8680,Інструменти,Чоловік,31,1224.85,6,73.49,Весна,1420.82,2023-01-29,22:42:21,Готівкою
B,198-80-2208,Алкоголь,Чоловік,24,60.98,1,3.66,Весна,70.74,2023-01-21,16:24:34,Оплата карткою
C,153-60-7701,Косметика,Жінка,19,161.43,3,9.69,Весна,187.26,2023-02-13,22:04:36,Оплата карткою
C,343-78-1775,Інструменти,Чоловік,37,1849.05,3,110.94,Весна,2144.89,2023-02-16,19:49:43,Оплата карткою
B,928-56-1262,Алкоголь,Жінка,53,30.06,1,1.8,Весна,34.87,2023-01-15,13:48:49,Оплата карткою
A,165-79-3805,Молочні продукти,Чоловік,25,98.51,5,5.91,Весна,114.27,2023-03-20,20:28:20,Електронний гаманець
A,193-95-3226,Фрукти та овочі,Жінка,52,176.51,9,10.59,Весна,204.75,2023-01-13,20:19:42,Електронний гаманець
C,325-87-6983,Інструменти,Чоловік,13,2418.23,7,145.09,Весна,2805.14,2023-02-01,15:05:15,Електронний гаманець
A,361-75-5111,Солодощі,Чоловік,48,665.06,9,39.9,Весна,771.47,2023-02-17,17:04:20,Оплата карткою
B,111-32-5663,Алкоголь,Чоловік,29,1492.81,10,89.57,Весна,1731.66,2023-01-22,21:59:05,Електронний гаманець
B,933-67-2988,Солодкі напої,Чоловік,10,292.4,9,17.54,Весна,339.18,2023-02-02,20:58:55,Електронний гаманець
A,220-65-9588,Солодощі,Жінка,37,292.04,5,17.52,Весна,338.76,2023-01-04,17:16:29,Електронний гаманець
A,922-83-3440,Солодощі,Чоловік,45,181.74,7,10.9,Весна,210.81,2023-01-09,18:06:42,Оплата карткою
A,738-50-7214,М'ясні продукти,Чоловік,13,118.02,3,7.08,Весна,136.9,2023-02-20,20:29:10,Електронний гаманець
C,491-46-9458,Інструменти,Чоловік,11,2832.29,8,169.94,Весна,3285.46,2023-01-03,16:08:01,Готівкою
B,237-68-2877,Алкоголь,Жінка,28,96.47,1,5.79,Весна,111.91,2023-03-19,15:13:34,Готівкою
B,853-92-9523,Алкоголь,Чоловік,18,1717.64,4,103.06,Весна,1992.46,2023-02-03,17:22:39,Оплата карткою
B,838-89-8740,Алкоголь,Жінка,31,994.09,5,59.65,Весна,1153.15,2023-01-09,20:54:54,Електронний гаманець
C,669-28-1869,Інструменти,Чоловік,20,650.03,7,39.0,Весна,754.03,2023-01-08,20:26:55,Готівкою
B,765-52-3852,Солодкі напої,Чоловік,27,78.84,3,4.73,Весна,91.45,2023-02-07,12:49:14,Готівкою
A,943-99-1727,Фрукти та овочі,Чоловік,22,145.3,3,8.72,Весна,168.55,2023-03-30,09:13:50,Оплата карткою
B,960-34-9077,Солодкі напої,Чоловік,22,99.03,5,5.94,Весна,114.87,2023-01-15,20:37:23,Електронний гаманець
A,400-10-4993,Фрукти та овочі,Жінка,42,288.74,7,17.32,Весна,334.93,2023-03-16,09:50:23,Готівкою
A,256-52-8464,Фрукти та овочі,Чоловік,58,127.99,9,7.68,Весна,148.47,2023-02-03,12:09:24,Оплата карткою
A,130-20-5416,М'ясні продукти,Чоловік,22,664.58,3,39.87,Весна,770.91,2023-01-01,17:10:41,Електронний гаманець
A,168-98-7658,Фрукти та овочі,Чоловік,55,27.21,4,1.63,Весна,31.56,2023-02-13,11:04:00,Електронний гаманець
A,477-41-9369,Солодощі,Жінка,34,217.02,5,13.02,Весна,251.74,2023-01-16,18:22:01,Готівкою
A,567-16-2650,Фрукти та овочі,Жінка,60,181.57,10,10.89,Весна,210.62,2023-01-17,14:45:39,Електронний гаманець
C,966-37-8567,Інструменти,Чоловік,34,1273.1,2,76.39,Весна,1476.8,2023-01-28,09:21:52,Електронний гаманець
C,893-41-7644,Інструменти,Жінка,14,4681.81,10,280.91,Весна,5430.9,2023-01-20,08:15:20,Оплата карткою
C,405-81-2964,Косметика,Жінка,22,312.83,4,18.77,Весна,362.88,2023-03-13,14:19:28,Оплата карткою
A,870-52-1878,Солодощі,Жінка,37,277.05,8,16.62,Весна,321.38,2023-01-13,20:25:56,Оплата карткою
A,531-97-8559,М'ясні продукти,Жінка,43,480.87,10,28.85,Весна,557.81,2023-01-23,20:57:37,Оплата карткою
C,944-39-1044,Косметика,Жінка,88,1550.06,8,93.0,Весна,1798.07,2023-01-14,16:54:32,Готівкою
C,728-85-7539,Косметика,Жінка,12,1786.59,8,107.2,Весна,2072.45,2023-01-30,21:31:57,Електронний гаманець
C,570-74-5242,Косметика,Жінка,19,2237.4,10,134.24,Весна,2595.38,2023-01-30,15:42:15,Готівкою
A,329-63-2015,Фрукти та овочі,Чоловік,55,185.17,6,11.11,Весна,214.8,2023-03-28,18:35:23,Оплата карткою
A,843-73-3064,М'ясні продукти,Чоловік,38,48.48,1,2.91,Весна,56.24,2023-02-11,21:10:24,Оплата карткою
B,945-43-9472,Алкоголь,Жінка,60,806.01,5,48.36,Весна,934.97,2023-03-23,14:44:23,Електронний гаманець
A,488-21-7463,Молочні продукти,Жінка,89,80.3,4,4.82,Весна,93.15,2023-02-14,20:51:34,Готівкою
A,498-88-5387,Фрукти та овочі,Чоловік,25,148.16,8,8.89,Весна,171.87,2023-02-23,12:05:58,Електронний гаманець
A,363-50-5658,М'ясні продукти,Чоловік,47,150.65,2,9.04,Весна,174.75,2023-01-14,20:16:04,Оплата карткою
C,543-81-5668,Косметика,Чоловік,27,2253.58,9,135.21,Весна,2614.15,2023-02-10,11:10:44,Електронний гаманець
A,969-16-7816,М'ясні продукти,Жінка,58,557.18,6,33.43,Весна,646.33,2023-01-02,12:35:22,Електронний гаманець
A,246-91-4369,Молочні продукти,Жінка,27,216.47,9,12.99,Весна,251.11,2023-01-12,20:44:11,Електронний гаманець
C,933-77-7173,Інструменти,Чоловік,40,546.62,2,32.8,Весна,634.08,2023-02-01,19:44:16,Оплата карткою
A,487-27-2504,М'ясні продукти,Чоловік,35,843.62,7,50.62,Весна,978.6,2023-03-30,19:10:52,Оплата карткою
A,854-73-6894,Фрукти та овочі,Жінка,15,195.1,10,11.71,Весна,226.32,2023-02-27,13:51:18,Електронний гаманець
C,504-84-6569,Інструменти,Чоловік,28,4489.36,8,269.36,Весна,5207.66,2023-03-12,17:52:07,Оплата карткою
A,258-32-6054,Фрукти та овочі,Жінка,57,174.84,9,10.49,Весна,202.81,2023-02-07,12:33:49,Електронний гаманець
A,764-28-4449,Фрукти та овочі,Жінка,64,303.19,8,18.19,Весна,351.7,2023-03-04,14:42:35,Готівкою
A,390-26-2379,Фрукти та овочі,Жінка,64,165.26,6,9.92,Весна,191.71,2023-01-11,11:50:21,Готівкою
A,857-11-5573,Солодощі,Жінка,14,925.93,10,55.56,Весна,1074.08,2023-01-03,11:43:05,Готівкою
A,333-16-8500,М'ясні продукти,Чоловік,56,1658.0,6,99.48,Весна,1923.28,2023-03-14,21:49:14,Готівкою
B,506-94-7617,Солодкі напої,Чоловік,43,163.06,5,9.78,Весна,189.15,2023-02-12,18:27:09,Електронний гаманець
A,224-76-3766,Молочні продукти,Чоловік,56,127.92,4,7.68,Весна,148.39,2023-02-07,22:42:16,Готівкою
B,326-50-5345,Солодкі напої,Жінка,28,184.77,9,11.09,Весна,214.34,2023-02-14,09:51:45,Електронний гаманець
B,107-28-9841,Алкоголь,Жінка,45,621.72,6,37.3,Весна,721.19,2023-02-06,22:18:12,Електронний гаманець
A,225-11-9615,М'ясні продукти,Жінка,32,703.28,6,42.2,Весна,815.81,2023-02-21,19:16:02,Готівкою
A,307-27-8304,Фрукти та овочі,Чоловік,11,122.81,10,7.37,Весна,142.46,2023-02-17,18:35:39,Готівкою
B,890-80-7948,Солодкі напої,Чоловік,32,149.87,9,8.99,Весна,173.85,2023-02-28,13:48:08,Готівкою
A,571-89-9025,Фрукти та овочі,Чоловік,30,256.21,10,15.37,Весна,297.2,2023-02-07,20:15:31,Готівкою
